ID,Gene.symbol,Gene.title
ILMN_3242642,,
ILMN_1807540,MICU1,mitochondrial calcium uptake 1
ILMN_1816713,,
ILMN_1662707,SEC24B,"SEC24 homolog B, COPII coat complex component"
ILMN_3255389,,
ILMN_1745490,,
ILMN_2136737,OR5M10,olfactory receptor family 5 subfamily M member 10
ILMN_1911361,,
ILMN_1653980,METTL8,methyltransferase like 8
ILMN_3308916,MIR1267,microRNA 1267
ILMN_1713126,CT45A6,"cancer/testis antigen family 45, member A6"
ILMN_3244314,,
ILMN_3181759,,
ILMN_1710219,CALCR,calcitonin receptor
ILMN_1880086,,
ILMN_1697317,DYNLRB2,dynein light chain roadblock-type 2
ILMN_1742432,NELFB,negative elongation factor complex member B
ILMN_1884579,,
ILMN_3306155,,
ILMN_2352921,BPGM,bisphosphoglycerate mutase
ILMN_1707985,FOXR1,forkhead box R1
ILMN_1796758,,
ILMN_1815796,NT5C1A,"5'-nucleotidase, cytosolic IA"
ILMN_3232156,CPED1,cadherin like and PC-esterase domain containing 1
ILMN_1695947,SCN4B,sodium voltage-gated channel beta subunit 4
ILMN_1743288,,
ILMN_1796663,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
ILMN_2058337,ROCK2,Rho associated coiled-coil containing protein kinase 2
ILMN_2368585,,
ILMN_1764022,FXYD1,FXYD domain containing ion transport regulator 1
ILMN_1862217,APH1B,"aph-1 homolog B, gamma-secretase subunit"
ILMN_3244220,DEFB107B,defensin beta 107B
ILMN_1662961,GRHL3,grainyhead like transcription factor 3
ILMN_1775925,HIST1H2BI,"histone cluster 1, H2bi"
ILMN_1688639,FBXL2,F-box and leucine rich repeat protein 2
ILMN_2097259,CYP2U1,cytochrome P450 family 2 subfamily U member 1
ILMN_1798046,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit
ILMN_1665294,,
ILMN_1734536,,
ILMN_3210921,,
ILMN_1747744,LHFPL2,lipoma HMGIC fusion partner-like 2
ILMN_3310865,MIR125A,microRNA 125a
ILMN_1837152,,
ILMN_1830314,,
ILMN_2115777,SLC16A11,solute carrier family 16 member 11
ILMN_1685680,,
ILMN_1741711,DOPEY2,dopey family member 2
ILMN_1663024,SNTN,"sentan, cilia apical structure protein"
ILMN_1653879,NPTX1,neuronal pentraxin 1
ILMN_1667957,,
ILMN_3247039,,
ILMN_3210565,,
ILMN_1755920,ATP8B5P,"ATPase phospholipid transporting 8B5, pseudogene"
ILMN_1796269,CSRP3,cysteine and glycine rich protein 3
ILMN_1680579,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
ILMN_2171461,ZNF322,zinc finger protein 322
ILMN_3247893,F8A2,coagulation factor VIII-associated 2
ILMN_1663561,HNF1B,HNF1 homeobox B
ILMN_1735075,PGBD2,piggyBac transposable element derived 2
ILMN_1730995,AFAP1L2,actin filament associated protein 1 like 2
ILMN_1743340,CHST14,carbohydrate sulfotransferase 14
ILMN_1809760,KLHL1,kelch like family member 1
ILMN_2144663,GUCY2C,guanylate cyclase 2C
ILMN_1765103,CST8,cystatin 8
ILMN_1683766,INVS,inversin
ILMN_2381945,FGA,fibrinogen alpha chain
ILMN_3234441,,
ILMN_1665357,EPS15,epidermal growth factor receptor pathway substrate 15
ILMN_1666984,,
ILMN_1883589,,
ILMN_1705447,,
ILMN_1812641,OPRM1,opioid receptor mu 1
ILMN_1687823,TMEM132C,transmembrane protein 132C
ILMN_1793371,KIAA0430,KIAA0430
ILMN_2312106,PRAMEF10,PRAME family member 10
ILMN_1784380,DTX3L,deltex E3 ubiquitin ligase 3L
ILMN_3176916,,
ILMN_1732269,GP6,glycoprotein VI platelet
ILMN_2395314,PRKACA,protein kinase cAMP-activated catalytic subunit alpha
ILMN_3194248,,
ILMN_2327186,,
ILMN_1775428,ZKSCAN5,zinc finger with KRAB and SCAN domains 5
ILMN_1667771,GRB10,growth factor receptor bound protein 10
ILMN_2214947,SCART1,scavenger receptor protein family member
ILMN_1663387,,
ILMN_3192046,,
ILMN_1703459,WNT9B,Wnt family member 9B
ILMN_1782173,CBX3,chromobox 3
ILMN_1800520,LOC401357,uncharacterized LOC401357
ILMN_1678423,SPA17,sperm autoantigenic protein 17
ILMN_3223148,,
ILMN_1672148,AKR1B10,aldo-keto reductase family 1 member B10
ILMN_1685052,DNAH1,dynein axonemal heavy chain 1
ILMN_1666599,SNORD30,"small nucleolar RNA, C/D box 30"
ILMN_2369756,,
ILMN_3309560,MIR182,microRNA 182
ILMN_3275505,EFTUD1P1,elongation factor Tu GTP binding domain containing 1 pseudogene 1
ILMN_1776147,C21orf59,chromosome 21 open reading frame 59
ILMN_1722642,REEP3,receptor accessory protein 3
ILMN_1809199,,
ILMN_3290627,,
ILMN_1707461,TXNDC8,thioredoxin domain containing 8
ILMN_1771905,,
ILMN_1695026,,
ILMN_1662401,,
ILMN_1738883,RNF135,ring finger protein 135
ILMN_1674097,GAGE2B,G antigen 2B
ILMN_2048647,NBEA,neurobeachin
ILMN_3289897,,
ILMN_3182275,FAM160B1,family with sequence similarity 160 member B1
ILMN_1694711,MAD2L1BP,MAD2L1 binding protein
ILMN_1773735,FLJ44635,TPT1-like protein
ILMN_1654317,,
ILMN_1714384,PCCA,propionyl-CoA carboxylase alpha subunit
ILMN_1900795,,
ILMN_1757391,TMEM50B,transmembrane protein 50B
ILMN_1657769,EIF5,eukaryotic translation initiation factor 5
ILMN_2399686,ZBTB18,zinc finger and BTB domain containing 18
ILMN_1728676,KIAA0196,KIAA0196
ILMN_3237187,,
ILMN_1699443,,
ILMN_3244607,FAM117B,family with sequence similarity 117 member B
ILMN_3204472,,
ILMN_3307874,AIM1L,absent in melanoma 1-like
ILMN_1728019,PML,promyelocytic leukemia
ILMN_2175114,KCNS3,potassium voltage-gated channel modifier subfamily S member 3
ILMN_1734306,OR52E4,olfactory receptor family 52 subfamily E member 4
ILMN_3294915,,
ILMN_1863185,,
ILMN_2127897,DDX25,DEAD-box helicase 25
ILMN_1673591,CYP3A43,cytochrome P450 family 3 subfamily A member 43
ILMN_1849046,,
ILMN_3247499,,
ILMN_1730223,RNF39,ring finger protein 39
ILMN_2071682,FAM196A,family with sequence similarity 196 member A
ILMN_1751692,ZNF17,zinc finger protein 17
ILMN_3250899,SULT1A3,sulfotransferase family 1A member 3
ILMN_3307188,,
ILMN_2345898,SLA,Src-like-adaptor
ILMN_3285591,,
ILMN_1907685,,
ILMN_2353754,TPM3,tropomyosin 3
ILMN_3308030,SNORD114-24,"small nucleolar RNA, C/D box 114-24"
ILMN_3244483,,
ILMN_1711368,TRAPPC9,trafficking protein particle complex 9
ILMN_1726421,METTL9,methyltransferase like 9
ILMN_1784792,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
ILMN_2228132,,
ILMN_1713397,NCCRP1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
ILMN_1749068,,
ILMN_1701653,ASCL1,achaete-scute family bHLH transcription factor 1
ILMN_2374778,DUT,deoxyuridine triphosphatase
ILMN_2202894,F2RL2,coagulation factor II thrombin receptor like 2
ILMN_3254413,,
ILMN_1726030,GPX7,glutathione peroxidase 7
ILMN_1713927,AMTN,amelotin
ILMN_1775520,CCDC113,coiled-coil domain containing 113
ILMN_1908878,,
ILMN_1667578,DUSP26,dual specificity phosphatase 26 (putative)
ILMN_1662491,,
ILMN_3264651,,
ILMN_3297082,LOC729080,glycine cleavage system protein H (aminomethyl carrier) pseudogene
ILMN_1706262,HAGHL,hydroxyacylglutathione hydrolase-like
ILMN_1685445,NOTCH2NL,notch 2 N-terminal like
ILMN_1687873,KLC4,kinesin light chain 4
ILMN_1749396,LSR,lipolysis stimulated lipoprotein receptor
ILMN_1800731,MBD5,methyl-CpG binding domain protein 5
ILMN_1742587,CTAGE1,cutaneous T-cell lymphoma-associated antigen 1
ILMN_1916616,,
ILMN_1749415,KCNJ1,potassium voltage-gated channel subfamily J member 1
ILMN_1668909,MAP2K3,mitogen-activated protein kinase kinase 3
ILMN_3200179,,
ILMN_1689461,SP7,Sp7 transcription factor
ILMN_1877353,,
ILMN_1782441,CDKL2,cyclin dependent kinase like 2
ILMN_1787815,TRIB3,tribbles pseudokinase 3
ILMN_1696701,,
ILMN_3239846,,
ILMN_3214384,,
ILMN_2352926,BPGM,bisphosphoglycerate mutase
ILMN_1707277,CCDC144A,coiled-coil domain containing 144A
ILMN_1671318,,
ILMN_2405129,ARHGEF1,Rho guanine nucleotide exchange factor 1
ILMN_1751977,DUSP27,dual specificity phosphatase 27 (putative)
ILMN_1764091,R3HDM2,R3H domain containing 2
ILMN_2097954,TSFM,"Ts translation elongation factor, mitochondrial"
ILMN_1774127,STAC,SH3 and cysteine rich domain
ILMN_1894862,,
ILMN_1675377,ZSCAN2,zinc finger and SCAN domain containing 2
ILMN_2343097,NCALD,neurocalcin delta
ILMN_2399933,COL25A1,collagen type XXV alpha 1 chain
ILMN_1680360,,
ILMN_1685873,ZC3H7B,zinc finger CCCH-type containing 7B
ILMN_2161910,GLYCAM1,glycosylation dependent cell adhesion molecule 1 (pseudogene)
ILMN_1751474,ARHGAP29,Rho GTPase activating protein 29
ILMN_1735593,DPY19L2P2,DPY19L2 pseudogene 2
ILMN_2367172,AMACR,alpha-methylacyl-CoA racemase
ILMN_1700588,C7orf34,chromosome 7 open reading frame 34
ILMN_2218248,SYCP1,synaptonemal complex protein 1
ILMN_3226495,,
ILMN_1675433,,
ILMN_1662952,ZNF687,zinc finger protein 687
ILMN_1704500,STAP2,signal transducing adaptor family member 2
ILMN_1666969,TEC,tec protein tyrosine kinase
ILMN_1775939,SF3B2,splicing factor 3b subunit 2
ILMN_1719143,APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2
ILMN_1891677,,
ILMN_1859259,,
ILMN_3279017,,
ILMN_2206041,OR8U1,olfactory receptor family 8 subfamily U member 1
ILMN_2154186,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C-like 1
ILMN_3256325,CYB561D1,cytochrome b561 family member D1
ILMN_2131022,,
ILMN_1756131,,
ILMN_1789887,PSPN,persephin
ILMN_2193233,MZB1,marginal zone B and B1 cell specific protein
ILMN_2310296,,
ILMN_1653670,CUL3,cullin 3
ILMN_1702618,ASB4,ankyrin repeat and SOCS box containing 4
ILMN_2098705,FAM9C,family with sequence similarity 9 member C
ILMN_1660086,MYH11,myosin heavy chain 11
ILMN_1750798,LAD1,ladinin 1
ILMN_2101719,FAM204A,family with sequence similarity 204 member A
ILMN_1672428,MROH6,maestro heat like repeat family member 6
ILMN_1810436,DNAJC27,DnaJ heat shock protein family (Hsp40) member C27
ILMN_1852842,,
ILMN_1732705,HCFC1,host cell factor C1
ILMN_1682938,ARF3,ADP ribosylation factor 3
ILMN_1664608,,
ILMN_1788629,CEP112,centrosomal protein 112
ILMN_2149952,LINC01567,long intergenic non-protein coding RNA 1567
ILMN_1798308,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
ILMN_2179229,PYGO1,pygopus family PHD finger 1
ILMN_1746819,C5,complement component 5
ILMN_3239684,HSFX2,"heat shock transcription factor family, X-linked 2"
ILMN_1710195,,
ILMN_1686434,NME9,NME/NM23 family member 9
ILMN_1848996,,
ILMN_3229467,,
ILMN_2197990,KRTAP5-8,keratin associated protein 5-8
ILMN_1772728,SPATA31A7,SPATA31 subfamily A member 7
ILMN_1674541,KIRREL3,kin of IRRE like 3 (Drosophila)
ILMN_1735577,,
ILMN_1739624,UGT2B15,UDP glucuronosyltransferase family 2 member B15
ILMN_1652397,TRPT1,tRNA phosphotransferase 1
ILMN_3240465,,
ILMN_1700743,,
ILMN_1757272,THAP1,THAP domain containing 1
ILMN_1779343,SNCB,synuclein beta
ILMN_2092943,,
ILMN_3238120,,
ILMN_1732251,OR10G9,olfactory receptor family 10 subfamily G member 9
ILMN_1904282,,
ILMN_3234254,,
ILMN_1722387,SCAI,suppressor of cancer cell invasion
ILMN_1795992,,
ILMN_1917045,LIPE-AS1,LIPE antisense RNA 1
ILMN_1693851,,
ILMN_1758214,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
ILMN_1752299,RAB6B,"RAB6B, member RAS oncogene family"
ILMN_1662370,,
ILMN_2284013,KCNC4,potassium voltage-gated channel subfamily C member 4
ILMN_3228585,SLC35E2B,solute carrier family 35 member E2B
ILMN_1804255,ADRB1,adrenoceptor beta 1
ILMN_1802518,,
ILMN_3305763,LOC100505841,zinc finger protein 474-like
ILMN_1765371,LUC7L,LUC7 like
ILMN_1685062,REG3G,regenerating family member 3 gamma
ILMN_3297912,,
ILMN_3307729,CXXC5,CXXC finger protein 5
ILMN_1651850,RPS16,ribosomal protein S16
ILMN_1679796,TOMM20,translocase of outer mitochondrial membrane 20
ILMN_1671554,LPIN1,lipin 1
ILMN_1698237,TRIM17,tripartite motif containing 17
ILMN_1908918,SDIM1,stress responsive DNAJB4 interacting membrane protein 1
ILMN_3263428,,
ILMN_1762308,,
ILMN_1721719,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
ILMN_1697420,TINF2,TERF1 interacting nuclear factor 2
ILMN_2302654,LRP8,LDL receptor related protein 8
ILMN_1651710,IQCD,IQ motif containing D
ILMN_1652825,IL10RA,interleukin 10 receptor subunit alpha
ILMN_1662419,COX7A1,cytochrome c oxidase subunit 7A1
ILMN_2390453,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta
ILMN_2223313,CYS1,cystin 1
ILMN_1675927,NEBL,nebulette
ILMN_2347323,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
ILMN_1864422,POU2F1,POU class 2 homeobox 1
ILMN_1725121,XPO1,exportin 1
ILMN_1702941,,
ILMN_1748530,LRRC2,leucine rich repeat containing 2
ILMN_1728498,PCBP4,poly(rC) binding protein 4
ILMN_1656187,,
ILMN_1731958,SYT10,synaptotagmin 10
ILMN_1888252,,
ILMN_1768911,,
ILMN_1740042,TRIM16,tripartite motif containing 16
ILMN_1785549,SLC30A2,solute carrier family 30 member 2
ILMN_3275595,,
ILMN_3246474,,
ILMN_1802799,AKIRIN1,akirin 1
ILMN_1784905,,
ILMN_1660964,,
ILMN_2394523,TMEM231,transmembrane protein 231
ILMN_1760682,,
ILMN_1671748,,
ILMN_1686261,TOM1L2,target of myb1 like 2 membrane trafficking protein
ILMN_1682449,ZNF518B,zinc finger protein 518B
ILMN_2359014,TBCE,tubulin folding cofactor E
ILMN_1789666,OR7G1,olfactory receptor family 7 subfamily G member 1
ILMN_2371685,UBE2E1,ubiquitin conjugating enzyme E2 E1
ILMN_1725500,,
ILMN_1661806,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
ILMN_1688114,,
ILMN_1757053,PAX3,paired box 3
ILMN_1827050,LOC100652911,uncharacterized LOC100652911
ILMN_2230592,MRPL3,mitochondrial ribosomal protein L3
ILMN_3304555,,
ILMN_3239820,,
ILMN_1739233,,
ILMN_1686466,FBXO24,F-box protein 24
ILMN_1731547,GIF,gastric intrinsic factor
ILMN_3293694,,
ILMN_1711381,RFC3,replication factor C subunit 3
ILMN_3295838,,
ILMN_1653282,LCE2A,late cornified envelope 2A
ILMN_1751028,SERPINH1,serpin family H member 1
ILMN_1684108,IRX4,iroquois homeobox 4
ILMN_1781952,MGST1,microsomal glutathione S-transferase 1
ILMN_1780659,NUDT6,nudix hydrolase 6
ILMN_1656732,,
ILMN_1761844,ZCCHC17,zinc finger CCHC-type containing 17
ILMN_1814726,SCARB2,scavenger receptor class B member 2
ILMN_1724811,PARN,poly(A)-specific ribonuclease
ILMN_1690922,MAST2,microtubule associated serine/threonine kinase 2
ILMN_2141453,RPL18A,ribosomal protein L18a
ILMN_1842568,,
ILMN_1672693,IGSF11,immunoglobulin superfamily member 11
ILMN_2397721,GLB1,galactosidase beta 1
ILMN_1681553,SUPT20H,"SPT20 homolog, SAGA complex component"
ILMN_1675376,AURKC,aurora kinase C
ILMN_1848202,,
ILMN_1688034,COIL,coilin
ILMN_1716149,,
ILMN_1787026,SEC61G,Sec61 translocon gamma subunit
ILMN_1766984,EIF5AL1,eukaryotic translation initiation factor 5A-like 1
ILMN_1762436,UBB,ubiquitin B
ILMN_1727938,ZNF764,zinc finger protein 764
ILMN_2276461,MAP2,microtubule associated protein 2
ILMN_3309423,MIRLET7F1,microRNA let-7f-1
ILMN_1779875,THY1,Thy-1 cell surface antigen
ILMN_1810835,SPRR3,small proline rich protein 3
ILMN_1731928,LY9,lymphocyte antigen 9
ILMN_3304451,,
ILMN_1659444,KIF1B,kinesin family member 1B
ILMN_2287653,PLAG1,PLAG1 zinc finger
ILMN_1670870,ALCAM,activated leukocyte cell adhesion molecule
ILMN_1654612,ZNF589,zinc finger protein 589
ILMN_1792651,,
ILMN_1740696,MAP2K3,mitogen-activated protein kinase kinase 3
ILMN_1717722,PDZD2,PDZ domain containing 2
ILMN_3228529,TMEM191A,transmembrane protein 191A (pseudogene)
ILMN_3294175,,
ILMN_1656189,,
ILMN_1855291,,
ILMN_3225525,,
ILMN_2079098,INIP,INTS3 and NABP interacting protein
ILMN_1692833,,
ILMN_1760087,SLC26A3,solute carrier family 26 member 3
ILMN_1807503,CPA2,carboxypeptidase A2
ILMN_1845693,COL6A5,collagen type VI alpha 5 chain
ILMN_3261101,,
ILMN_2406552,PIDD1,p53-induced death domain protein 1
ILMN_1698541,,
ILMN_1807825,LY86,lymphocyte antigen 86
ILMN_1771299,C2orf81,chromosome 2 open reading frame 81
ILMN_3219905,,
ILMN_1678268,VPS8,"VPS8, CORVET complex subunit"
ILMN_1859931,,
ILMN_2285032,TENM2,teneurin transmembrane protein 2
ILMN_1767342,EPHA5,EPH receptor A5
ILMN_1672547,MYO9B,myosin IXB
ILMN_2414302,FDXR,ferredoxin reductase
ILMN_1702329,DRP2,dystrophin related protein 2
ILMN_1683102,SLC26A9,solute carrier family 26 member 9
ILMN_1731048,TLR1,toll like receptor 1
ILMN_1792972,ZNF439,zinc finger protein 439
ILMN_1714987,TRIM54,tripartite motif containing 54
ILMN_1847793,,
ILMN_1657888,SALL1,spalt like transcription factor 1
ILMN_1738529,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
ILMN_2387078,MPZL2,myelin protein zero like 2
ILMN_1769358,NPBWR2,neuropeptides B/W receptor 2
ILMN_1815056,,
ILMN_3187873,,
ILMN_1817201,,
ILMN_3234496,NANOGNB,NANOG neighbor homeobox
ILMN_1754438,SPAM1,sperm adhesion molecule 1
ILMN_1811277,TRIM13,tripartite motif containing 13
ILMN_2405233,FAM133B,family with sequence similarity 133 member B
ILMN_1661389,,
ILMN_3235737,,
ILMN_1686135,CEP95,centrosomal protein 95
ILMN_1854031,,
ILMN_2351466,NTM,neurotrimin
ILMN_2202134,LBX1,ladybird homeobox 1
ILMN_2121316,GORAB,"golgin, RAB6 interacting"
ILMN_2274180,MKKS,McKusick-Kaufman syndrome
ILMN_1661864,,
ILMN_1673808,,
ILMN_1682330,OR13F1,olfactory receptor family 13 subfamily F member 1
ILMN_1719203,DISC1,disrupted in schizophrenia 1
ILMN_3288830,,
ILMN_1817168,,
ILMN_1657222,,
ILMN_2311873,GP2,glycoprotein 2
ILMN_1751243,OSBPL7,oxysterol binding protein like 7
ILMN_3235379,,
ILMN_1784195,,
ILMN_1721614,,
ILMN_1695316,SLC39A8,solute carrier family 39 member 8
ILMN_1801941,C1orf50,chromosome 1 open reading frame 50
ILMN_1755023,,
ILMN_1672287,MYNN,myoneurin
ILMN_1669566,FAM169A,family with sequence similarity 169 member A
ILMN_1705869,,
ILMN_3242053,,
ILMN_3256986,,
ILMN_1815568,PLXDC1,plexin domain containing 1
ILMN_3193918,,
ILMN_1687037,IFT140,intraflagellar transport 140
ILMN_2177234,DEFB104B,defensin beta 104B
ILMN_1787511,THUMPD2,THUMP domain containing 2
ILMN_1806791,OR4C46,olfactory receptor family 4 subfamily C member 46
ILMN_1793651,UBE2N,ubiquitin conjugating enzyme E2 N
ILMN_1708015,,
ILMN_1812302,RMDN2,regulator of microtubule dynamics 2
ILMN_1799414,,
ILMN_2159721,,
ILMN_2086654,DEFB112,defensin beta 112
ILMN_1674338,LIPN,lipase family member N
ILMN_1713750,,
ILMN_3228248,,
ILMN_1755423,PTCRA,pre T-cell antigen receptor alpha
ILMN_3249560,,
ILMN_2167961,,
ILMN_2045994,SEPW1,"selenoprotein W, 1"
ILMN_1696279,SIM1,single-minded family bHLH transcription factor 1
ILMN_1659138,CACNA1F,calcium voltage-gated channel subunit alpha1 F
ILMN_1863859,,
ILMN_2293167,LRR1,leucine rich repeat protein 1
ILMN_1719972,PLXNA3,plexin A3
ILMN_1679719,,
ILMN_3310504,MIR651,microRNA 651
ILMN_1660125,SFMBT2,Scm-like with four mbt domains 2
ILMN_2362911,,
ILMN_1796813,,
ILMN_1844755,,
ILMN_2376502,RHOBTB1,Rho related BTB domain containing 1
ILMN_1846763,,
ILMN_1724908,,
ILMN_1655985,,
ILMN_3201937,,
ILMN_1873278,,
ILMN_1808715,,
ILMN_2333449,FSHR,follicle stimulating hormone receptor
ILMN_1707200,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2"
ILMN_1801263,UGT2B17,UDP glucuronosyltransferase family 2 member B17
ILMN_1656176,,
ILMN_1789314,,
ILMN_1667873,,
ILMN_1750800,ACO1,aconitase 1
ILMN_1686610,APBA3,amyloid beta precursor protein binding family A member 3
ILMN_2349006,USP21,ubiquitin specific peptidase 21
ILMN_1907756,,
ILMN_2367157,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
ILMN_1797107,SCLT1,sodium channel and clathrin linker 1
ILMN_1776398,PAIP1,poly(A) binding protein interacting protein 1
ILMN_1793525,KIR2DS3,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3"
ILMN_1877317,,
ILMN_2115379,ERP44,endoplasmic reticulum protein 44
ILMN_1752884,AADACL2,arylacetamide deacetylase like 2
ILMN_1703787,ATP4B,ATPase H+/K+ transporting beta subunit
ILMN_1773200,CCP110,centriolar coiled-coil protein 110
ILMN_3241758,POTEF,POTE ankyrin domain family member F
ILMN_2341690,ELP5,elongator acetyltransferase complex subunit 5
ILMN_3235109,STXBP5L,syntaxin binding protein 5 like
ILMN_3309724,MIR509-2,microRNA 509-2
ILMN_2298683,KCNQ4,potassium voltage-gated channel subfamily Q member 4
ILMN_1708064,MAP4,microtubule associated protein 4
ILMN_1747783,CYS1,cystin 1
ILMN_1686880,,
ILMN_1728785,ADGRF5,adhesion G protein-coupled receptor F5
ILMN_2258543,PRDM2,PR/SET domain 2
ILMN_1721749,SNORD18C,"small nucleolar RNA, C/D box 18C"
ILMN_1675708,MSH5,mutS homolog 5
ILMN_1759242,OR10P1,olfactory receptor family 10 subfamily P member 1
ILMN_1795872,UGT1A9,UDP glucuronosyltransferase family 1 member A9
ILMN_3279657,,
ILMN_1746241,SDHC,succinate dehydrogenase complex subunit C
ILMN_2204876,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2
ILMN_2401457,SLC7A3,solute carrier family 7 member 3
ILMN_1691334,NME8,NME/NM23 family member 8
ILMN_1662384,,
ILMN_3239485,,
ILMN_1755862,PFAS,phosphoribosylformylglycinamidine synthase
ILMN_2252021,RBM44,RNA binding motif protein 44
ILMN_1687220,DMRT3,doublesex and mab-3 related transcription factor 3
ILMN_1671678,,
ILMN_1675304,,
ILMN_3227226,,
ILMN_1758661,LNPEP,leucyl and cystinyl aminopeptidase
ILMN_1702842,,
ILMN_1767037,PF4,platelet factor 4
ILMN_3191764,LINC01105,long intergenic non-protein coding RNA 1105
ILMN_1796677,RASGEF1B,RasGEF domain family member 1B
ILMN_2378670,SNX15,sorting nexin 15
ILMN_1807112,ANKRD13D,ankyrin repeat domain 13D
ILMN_2319664,NOX1,NADPH oxidase 1
ILMN_2208903,CD52,CD52 molecule
ILMN_1725529,UBE2I,ubiquitin conjugating enzyme E2 I
ILMN_2211122,TRAPPC2B,trafficking protein particle complex 2B
ILMN_2339006,VWA8,von Willebrand factor A domain containing 8
ILMN_2102422,ABCB8,ATP binding cassette subfamily B member 8
ILMN_1741648,,
ILMN_1761042,OR5M9,olfactory receptor family 5 subfamily M member 9
ILMN_3307782,FBXL18,F-box and leucine rich repeat protein 18
ILMN_1780153,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1
ILMN_2101526,GGCT,gamma-glutamylcyclotransferase
ILMN_2235851,,
ILMN_1886646,,
ILMN_1736814,CLNS1A,chloride nucleotide-sensitive channel 1A
ILMN_1653834,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1
ILMN_1761762,,
ILMN_1819304,DDX5,DEAD-box helicase 5
ILMN_2252701,SLC6A9,solute carrier family 6 member 9
ILMN_1683974,TRIM6-TRIM34,TRIM6-TRIM34 readthrough
ILMN_2175094,TDRD1,tudor domain containing 1
ILMN_1797001,DDX58,DEXD/H-box helicase 58
